,ROI,Pval,FDR,COR
309,X11162.37,0.776447105788423,0.00841109468571887,0.133953690174375
310,X11163.7,0.93812375249501,0.00442421239665635,-0.0937545351989782
311,X11164.7,0.467065868263473,0.0135701529050879,0.262614293920744
312,X11167.6,0.748502994011976,0.0105100270766522,0.291573897923079
313,X11168.3,0.153231179213857,0.022796019875228,0.590062443489979
314,X11173.29,0.674650698602794,0.0116439379254397,0.229569022917429
315,X11174.8,0.930139720558882,0.00539094271879329,-0.0820398036075668
316,X11175.45,0.682634730538922,0.0116439379254397,0.196612769965647
317,X11177.16,0.239520958083832,0.0135701529050879,0.223719809524322
318,X11178.21,0.181878747501666,0.0135701529050879,0.195846093856295
319,X11179.7,0.910179640718563,0.00557853108295532,-0.171786813347071
320,X11180.17,0.473053892215569,0.0135701529050879,0.239087904730788
321,X11184.51,0.0362141746278605,0.0623949357286063,0.299996981474846
322,X11185.145,0.207195203197868,0.0135701529050879,0.548980910674934
323,X11186.12,0.029104643412575,0.0647820327325122,0.698063915504612
324,X11187.11,0.682634730538922,0.0116439379254397,-0.0457012621563773
325,X11190.129,0.890219560878243,0.00651826202239836,-0.0789647979052168
326,X11192.168,0.614770459081836,0.0116439379254397,-0.0335448780363093
327,X11193.27,0.802395209580838,0.00841109468571887,0.261366530124472
328,X11194.6,0.6187624750499,0.0116439379254397,0.257819763368378
329,X11196.31,0.259481037924152,0.0135701529050879,0.117288101311552
330,X11198.37,0.103264490339773,0.0391800825024481,0.581187391256344
331,X11200.52,0.000345678063983364,0.460832125869089,0.834412542242907
332,X11201.19,0.598802395209581,0.0116439379254397,0.403684381938599
333,X11202.70,0.972055888223553,0.00291215227151245,-0.000944822684331465
334,X11203.97,0.510978043912176,0.0132159243588056,0.18467500800456
335,X11204.80,0.279441117764471,0.0135701529050879,0.382522607334196
336,X11205.10,0.139906728847435,0.024397419833337,0.238605622590627
337,X11207.3,0.684630738522954,0.0116439379254397,0.200109282087183
338,X11208.15,0.848303393213573,0.00841109468571887,-0.16976339442062
339,X11211.7,0.217564870259481,0.0135701529050879,0.375134708802372
340,X11212.7,0.840319361277445,0.00841109468571887,-0.184623815585308
341,X11214.40,0.770459081836327,0.00841109468571887,-0.130603276566882
342,X11215.6,0.858283433133733,0.00841109468571887,-0.119394513422764
343,X11217.16,0.944111776447106,0.00442421239665635,-0.0562753425431975
344,X11218.84,0.357285429141717,0.0135701529050879,0.116067641478707
345,X11219.95,0.161892071952032,0.0218207691552757,0.167834413177991
346,X11220.53,0.331337325349301,0.0135701529050879,0.422382251700377
347,X11223.1,0.898203592814371,0.00636955317194642,0.135894616555317
348,X11226.16,0.652694610778443,0.0116439379254397,0.216252782881769
349,X11227.31,0.558882235528942,0.0116439379254397,0.126536248561084
350,X11228.37,0.964071856287425,0.00369863118756788,-0.24580021102372
351,X11229.16,0.144570286475683,0.022796019875228,0.614247434297779
352,X11231.12,0.0593201510775383,0.047981423525464,0.729971354918736
353,X11232.46,0.25748502994012,0.0135701529050879,0.309953863595391
354,X11237.49,0.191205862758161,0.0135701529050879,0.159913273534915
355,X11239.49,0.826347305389222,0.00841109468571887,0.0955898081201202
356,X11241.8,0.249500998003992,0.0135701529050879,0.133608565742374
357,X11242.33,0.854291417165669,0.00841109468571887,0.201482494434286
358,X11243.90,0.932135728542914,0.00539094271879329,-0.297094332703583
359,X11245.43,0.764471057884232,0.00895278211323739,-0.0522185006355519
360,X11246.3,0.578842315369261,0.0116439379254397,0.0252612061479677
361,X11247.20,0.0972684876748834,0.0428748339458897,0.523019833166952
362,X11248.43,0.327345309381238,0.0135701529050879,0.346189665327152
363,X11252.30,0.469061876247505,0.0135701529050879,0.284360134048735
364,X11254.13,0.644710578842315,0.0116439379254397,0.203794690592857
365,X11257.1,0.327345309381238,0.0135701529050879,0.0687745564582997
366,X11258.41,0.0553210397689402,0.047981423525464,0.31133267308102
367,X11260.47,0.730538922155689,0.0113352676770717,0.15270247122952
368,X11262.39,0.710578842315369,0.0116439379254397,0.0984693168936858
369,X11263.57,0.658682634730539,0.0116439379254397,-0.0692020822216397
370,X11264.33,0.0926049300466356,0.0428748339458897,0.691210801512487
371,X11265.8,0.898203592814371,0.00636955317194642,-0.241156931611726
372,X11266.8,0.119920053297801,0.0278434087749843,0.568035347297398
373,X11270.17,0.0706195869420386,0.047981423525464,0.358794208238634
374,X11273.176,0.542914171656687,0.0116439379254397,0.197089764949104
375,X11275.94,0.067288474350433,0.047981423525464,0.542899943993991
376,X11277.23,0.407185628742515,0.0135701529050879,0.0370950333738733
377,X11278.4,0.481037924151697,0.0135701529050879,0.0613104459356787
378,X11279.42,0.223552894211577,0.0135701529050879,0.156619592141715
379,X11280.6,0.289421157684631,0.0135701529050879,0.159397893982502
380,X11281.6,0.672654690618762,0.0116439379254397,0.109626588157516
381,X11282.16,0.399201596806387,0.0135701529050879,0.273565036672775
382,X11283.13,0.413173652694611,0.0135701529050879,0.37068557635372
383,X11284.24,0.0966022651565623,0.0428748339458897,0.436158547509892
384,X11285.8,0.892215568862275,0.00650460788924139,0.0534019092363078
385,X11286.78,0.215568862275449,0.0135701529050879,0.157539050926549
386,X11287.14,0.906187624750499,0.00600620494224176,-0.0568069243049204
387,X11288.26,0.229540918163673,0.0135701529050879,0.398701655637388
388,X11289.31,0.650698602794411,0.0116439379254397,0.11816971771726
389,X11292.13,0.197201865423051,0.0135701529050879,0.528916683411664
390,X11293.14,0.758483033932136,0.00949974112413214,0.00370833766359715
391,X11294.7,0.712574850299401,0.0116439379254397,0.0297596751865703
392,X11297.54,0.0826115922718188,0.047981423525464,0.673245472177566
393,X11300.32,0.906187624750499,0.00600620494224176,0.0918738035275554
394,X11302.237,0.281437125748503,0.0135701529050879,0.0896371151898852
395,X11303.7,0.483033932135729,0.0135701529050879,0.350487183390122
396,X11307.33,0.1072618254497,0.0348065961559065,0.478478332438314
397,X11308.8,0.0617640524327927,0.047981423525464,0.325346848288992
398,X11310.8,0.00646897607466482,0.0909518180890702,0.63204428422502
399,X11311.79,0.0166654321902081,0.0909518180890702,0.633482592283287
400,X11312.40,0.0231834678912673,0.0712540871088782,0.730128175862292
401,X11313.100,0.335329341317365,0.0135701529050879,0.218554027152321
402,X11315.148,0.29940119760479,0.0135701529050879,0.462060827983013
403,X11318.20,0.81437125748503,0.00841109468571887,0.0906091513478294
404,X11319.106,0.221556886227545,0.0135701529050879,0.418495093098112
405,X11320.29,0.0508775827593868,0.047981423525464,0.373206176948897
406,X11324.3,0.958083832335329,0.00442421239665635,-0.0497226355268665
407,X11325.8,0.516966067864271,0.0123988737930961,0.388995773639433
408,X11328.9,0.30938123752495,0.0135701529050879,0.460845566649699
409,X11330.15,0.554890219560878,0.0116439379254397,0.258148211063956
410,X11333.82,0.44311377245509,0.0135701529050879,0.0959902581556011
411,X11334.7,0.218520986009327,0.0135701529050879,0.420197006187003
412,X11336.9,0.722554890219561,0.0116439379254397,0.149911721825439
413,X11338.49,0.357285429141717,0.0135701529050879,0.397876085441544
414,X11342.59,0.87624750499002,0.00772861136790332,0.155677449115409
415,X11348.132,0.363273453093812,0.0135701529050879,0.175532202802916
416,X11350.30,0.0959360426382412,0.0428748339458897,0.48050796248081
